chr	start	end	N	Enrichment1	Enrichment3	CV3	CV5
chr1	21068816	21069956	972	1.5267084092883445	1.4126436948371746	0.08375214682912797	0.1019465238259413
chr1	21156477	21156723	975	1.7117928529816828	1.7339435487435266	0.10005633762770214	0.08996041930215068
chr1	21208747	21209047	975	1.566600730964544	1.520145062877016	0.4671330215901465	0.3552850904650519
chr1	22020492	22020668	977	0.7498442979766975	0.7214287903072867	0.14488111654561886	0.11890762298590235
chr1	22539896	22541092	977	1.2996986777106787	1.2446502429505797	1.0146869848209839	1.0112254066585125
chr1	22812090	22813434	977	1.1098356809784926	0.981341313040593	0.11381483208840745	0.10589462786488975
chr1	23108566	23109086	976	1.018656016940145	0.9181038372454496	0.14758459292852844	0.14165143267901853
chr1	23262715	23263945	975	1.353373532394955	1.2520331367888866	0.10440180013360502	0.11776137425359276
chr1	23389236	23390428	976	1.3318457973133175	1.1841891644030913	0.08630582580547524	0.35263123836203186
chr1	23928417	23929419	975	1.4255653877605026	1.248243008902852	0.07203139426273684	0.07508746002006984
chr1	24012104	24012708	974	1.071206208468405	1.067257540724235	0.07639344564711381	0.09789352229227057
chr1	24106274	24107616	974	1.5257501026737197	1.2596436875851662	0.10787531410300302	0.09437369307274716
chr1	24140653	24140989	975	1.0274121862455774	1.0132391973113395	0.12531966201779488	0.10267346368810899
chr1	24460260	24460640	974	0.8037974493016367	0.7301242516836856	0.08768905874444062	0.1085739919731901
chr1	24602037	24602373	973	0.9894476362782653	0.974569369004551	1.4263281098660807	0.8444597021924906
chr1	24618381	24618831	973	0.20499992875140693	0.4436223782238351	1.0067856001694786	1.0088575316755077
chr1	24619091	24622189	973	0.20317826771118114	0.42572277558578375	1.0091461095598395	1.009901169029795
chr1	24685109	24686137	974	1.2894676031800703	0.8560196677130011	0.45556682467684084	0.3463362844346901
chr1	25285425	25285795	977	1.0598071864814569	0.897620991368312	0.47514953903824014	0.3686959300067815
chr1	25886526	25887758	977	1.253246915706761	1.0619485242514508	0.4810006532374852	0.5325759789526101
chr1	29793949	29794179	977	0.5940495412925295	0.6537190824974184	0.7354884604770325	0.6886635509569782
chr1	30826540	30826714	975	1.0719193618904608	1.1003116860567144	0.5630659009991381	0.7440266838464941
chr1	30929643	30931117	975	1.8278786039507946	1.6925379088600225	0.17293360544607364	0.16471165166265953
chr1	31005634	31007080	975	1.3101364255018624	1.4072754049948817	0.56865931316867	0.4528351389418814
chr1	32229207	32230035	977	0.7704103773395163	0.7453142827769965	0.7464370501524232	0.5510837939194784
chr1	33694803	33695101	972	1.0639434422008647	1.0621813624481358	0.20552473443891242	0.16494006020803817
chr1	33726330	33727482	972	1.2761515677383064	1.1845455248420085	0.4645145701055545	0.35588547292437517
chr1	33776520	33777676	970	1.1874090482424489	1.1163689526782736	0.06458429660734144	0.06957129676070392
chr1	33796237	33796409	969	1.0175571077376204	1.1110212715278385	0.45833370275694735	0.34439082136076504
chr1	33813984	33814988	969	1.2078234603135625	1.147741934836539	0.08609137603830455	0.34513525595444056
chr1	33870777	33871671	967	1.268879696744175	1.2196547697058915	0.07251656361709355	0.0634954896978043
chr1	33940361	33940571	969	1.0635910718706305	1.1313421293196901	0.0849747677098905	0.08318224019147229
chr1	33963742	33965618	969	1.1424952921194569	1.1547177715982628	0.04228699292782811	0.05553689437809524
chr1	34001981	34002147	970	1.1661598588145587	1.1249951307527626	0.060716395354838186	0.08557349415979183
chr1	34062759	34063145	971	1.2332539735919539	1.125084555819976	0.07441737431816334	0.09880415862594054
chr1	34067764	34069024	971	1.1893075109001081	1.1236253882278247	0.0744663324979368	0.10093750728757976
chr1	34234798	34235188	974	1.1367011882806843	1.0271276943305137	0.4548162113762746	0.3407999524387318
chr1	34292958	34293638	973	1.111388991714459	1.0000253752472836	0.0625847693102834	0.09698812926903623
chr1	34489694	34490150	969	1.013796991958665	1.0409381957019974	0.08680506991350079	0.08913363715526282
chr1	34491736	34492072	969	1.3213193406574746	1.1147513139378085	0.0876511731975562	0.09912201025011896
chr1	34495974	34497210	969	1.2888171186899842	1.171714066555805	0.07010014984270746	0.09822605232549424
chr1	34516231	34517113	970	1.2044309415363028	1.1885916774181995	0.08182219210961764	0.07947738250075681
chr1	34529411	34530225	970	1.3085441701979668	1.1933728003195616	0.07610965800082364	0.0741695412656764
chr1	34542418	34542892	970	1.0079252102581842	1.1407290687921028	0.08821461786206493	0.08335397641357582
chr1	34617613	34617855	969	0.9446203572732985	1.0037011567402834	0.09355645977115569	0.12131938024277178
chr1	34635979	34637061	969	1.1402228840128839	1.0365563555254782	0.11328832897510177	0.11601251760939246
chr1	34780592	34780830	970	0.7933403493338791	0.865633586820879	0.12228095146980374	0.13618546563270523
chr1	34858479	34859149	972	1.1626307317035274	1.082311329159802	0.11507418399064716	0.09599529656653293
chr1	34862804	34863352	972	1.0135810621464694	1.0861789137562827	0.09673353482161223	0.0930010647495995
chr1	34899275	34900333	972	1.2490716148284142	1.19212117783364	0.17619965681150077	0.16335597751465386
chr1	34906614	34907106	972	1.1842002106116232	1.1453723552364183	0.20074437284143284	0.1739729030812508
chr1	34986385	34987519	972	0.7894945269587692	0.7510006738479619	0.23935825928030968	0.4056145437294271
chr1	35273079	35273249	977	0.6880223113291641	0.7108735260534583	0.2157971672452369	0.21917551363872637
chr1	36087468	36087772	975	0.8751817578406689	0.530598461151152	0.06072124821137567	0.06843194032113345
chr1	36124657	36126471	972	0.7522003131494374	0.8312422461093824	0.10142743848801695	0.10610307138041529
chr1	36160302	36161140	971	0.7981397597486081	0.8296130004839797	0.12313670479900585	0.11434552444377764
chr1	36300656	36301368	969	1.0192592656190496	0.9678114380985973	0.07047830062476952	0.06327733549749504
chr1	36311711	36311893	969	1.0299555771744404	1.001162757950886	0.058874901896907514	0.06747616151057477
chr1	36325557	36326721	968	0.9406610307168632	1.0324453336837498	0.06321212880510546	0.06427096615227233
chr1	36360162	36360446	968	1.0653367990269467	1.049104636330214	0.04909903656760782	0.0699246335272598
chr1	36425361	36426447	966	0.9878316364152739	0.9814046847879765	0.06633624796290376	0.0665252014859452
chr1	36465331	36465769	966	0.8780000350849557	0.8797741761984335	0.05962238342444664	0.07138156756273666
chr1	36501563	36502297	966	1.0264136999088225	1.0047261863673083	0.057066978707739205	0.060115435240850855
chr1	36527919	36529339	968	1.0220968684707565	1.028607089384581	0.06118360680442329	0.054763154197486535
chr1	36568246	36570058	966	1.1796219938157777	1.085114938631088	0.07744637036890997	0.08264211993408538
chr1	36598644	36598976	966	0.9840016876932468	1.0530095384538027	0.07339159429200671	0.08501868147073109
chr1	36603614	36604488	966	1.009958620232631	1.045624844806574	0.08518806961574475	0.07886760063037902
chr1	36609533	36609893	966	0.9926182894224401	1.0407529909025768	0.07144139673949061	0.08090580741106627
chr1	36739642	36740318	966	1.0236021110203108	0.9988427354455117	0.13095102160203162	0.1363561685825054
chr1	36748001	36749057	966	1.1837575435633445	1.0470945984063242	0.14059646616767563	0.12228330187521844
chr1	36766360	36767068	966	0.9929436865354844	1.0253393768192105	0.10585978704713069	0.10942051949018099
chr1	36803443	36803629	966	1.2273676458892657	1.1243459444109343	0.059081343017610234	0.07039139558444604
chr1	36815898	36816200	969	1.2924094428386526	1.241975177535445	0.05098818153214756	0.06815506622671078
chr1	36827565	36828259	969	1.2170513453422949	1.2039712489228263	0.07276924751421271	0.07805309152172395
chr1	36835937	36836145	969	1.296290449786453	1.2348078286052806	0.08654951267093959	0.08636980934015386
chr1	36841876	36842564	969	1.2389227681378658	1.2038531650860833	0.08347908423942905	0.08489638777311342
chr1	36995668	36997174	971	0.8202760692762048	0.8708085684937354	0.06489432283822408	0.08247522688036923
chr1	37085826	37086420	975	0.9678393566322594	0.8991866118134235	0.19758436682988342	0.1843131166026722
chr1	37275440	37275700	974	1.2976788605780425	1.1913115599071216	0.10292331404313744	0.11469636661824012
chr1	37318124	37318332	974	1.5168552729946483	1.4282876200011592	0.06747893169985239	0.07425691540614975
chr1	37356489	37357431	974	1.1400144009415296	1.1315163545726192	0.07692390841721389	0.07112911910544396
chr1	37486414	37487678	973	1.0686046028659097	1.1223354343938206	0.06391640631261061	0.06217806838853383
chr1	37597133	37598371	973	1.103968032388376	1.0565032205877227	0.10433409371981804	0.10087879550547511
chr1	37671076	37671286	973	1.0748117861001325	1.0644818788224149	0.07136454689656906	0.06747389606848528
chr1	37743961	37744383	970	1.0034239976263586	1.0528374262392495	0.4589929397743664	0.35020758847684763
chr1	37775951	37777129	970	0.9832234935877863	0.9740679436492168	0.08399201880046281	0.08841841412149098
chr1	37921327	37922473	970	1.28181668977396	1.1444506578598495	0.46341036567530236	0.35440771103185237
chr1	37929118	37929466	970	1.2529477252366863	1.1665351094020757	0.4620359747517005	0.3608318347863314
chr1	37932105	37932687	970	1.08084064882915	1.135872116778554	0.46576903294542654	0.362997974707
chr1	37946932	37947632	970	1.1076253251002346	1.1476404055979363	0.12245804727761725	0.11920240077781703
chr1	38053691	38054343	971	1.0473624270692252	1.0030871399353616	0.11619924964478939	0.11343896677553626
chr1	38054656	38055572	971	0.9434500426266563	0.9741163112471223	0.11150718779826742	0.10508108177998295
chr1	38185696	38187388	972	1.0623936326567949	1.093914293940178	0.10429935468828883	0.09968876585327525
chr1	38266801	38267371	973	0.7817338017508955	0.7465602790280679	0.2038728626904575	0.2227544487575308
chr1	38275032	38275294	973	0.7542415149299587	0.703442549662977	0.22257498129619674	0.2179071287230323
chr1	38296400	38296636	973	0.6189376153066293	0.6698572661240813	0.20074704760149292	0.18428594203868442
chr1	38415700	38416276	974	0.6378396520900267	0.6502413672842865	0.06060832842797146	0.07064178376865309
chr1	38954242	38955204	975	1.201113705223226	1.1983776596458908	0.0718382350142664	0.09540848184438752
chr1	39002891	39003085	975	1.1010398634599703	1.0830543718216707	0.12369560553745168	0.1225954265503768
chr1	39044271	39044921	975	1.4652461241179133	1.3411060750544506	0.1745973250990922	0.15543574421438514
chr1	39418804	39418972	974	1.1123466961378226	1.189944516818095	0.10478632926710998	0.09084803635208766
chr1	39424157	39425639	974	1.0953114384415799	1.2043400065707657	0.11463524434711639	0.09575369449224518
chr1	39534641	39535883	973	1.1133750388862176	1.1522795327210642	0.11620660026036153	0.10786215770733129
chr1	39592147	39593277	972	1.2568881428131764	1.2890175825385561	0.08572018797188775	0.0700785356540953
chr1	39633242	39634684	974	1.3303963274144925	1.2734401827032877	0.05661616656757221	0.0724645988590484
chr1	39777444	39778028	974	1.1493327582729167	0.711496185472806	0.09841663105360611	0.11215719106921192
chr1	39956956	39958896	974	1.3625295521283451	1.239340141742809	0.11694957753347765	0.127526694072474
chr1	39992601	39992827	975	1.3161467126842123	1.2173072723691065	0.08028171647700694	0.08346071881936115
chr1	40142607	40142909	974	1.0170066207895503	0.9423717645986537	0.16103814413321976	0.14887946250885792
chr1	40323250	40323782	976	0.7914314302379537	0.8404236146000443	0.1458436819896824	0.14966984484012047
chr1	40824612	40824790	976	1.0664331921477699	1.0581212416105916	0.11126315354487773	0.1142108078059789
chr1	40847282	40847846	976	1.386360800515271	1.2092036185674515	0.4516787795068375	0.3506125051211423
chr1	42318802	42319010	976	0.8221219075372371	0.8396230814266321	0.15259783501512622	0.141478973175904
chr1	42472918	42473110	975	0.8142049178758407	0.7855750037667968	0.06511481371737445	0.34494963915512367
chr1	42548413	42548919	976	0.9125349902035286	0.805954431199973	0.09787420962146243	0.10357286036642285
chr1	42837346	42837512	975	0.8136139887838469	0.9331446067520347	0.06634999559711344	0.07000771733933886
chr1	42907816	42908736	974	1.1019619941528251	1.1617110641904935	0.08038638695730871	0.0901384145085615
chr1	43009585	43010629	971	1.1379521544214604	1.0303443664310659	0.10016177283091854	0.10038622581316156
chr1	43089116	43089956	972	0.8819774955851974	0.869679416187545	0.09964389496106076	0.09601115801819315
chr1	43148502	43149842	973	1.3811881962565105	1.2649778134838645	0.07317414923799986	0.07881819369872566
chr1	43155194	43155904	973	1.3357144169125406	1.3221753203826496	0.07823518187886062	0.07288552386508372
chr1	43180318	43180826	973	1.316895431581744	1.2074487664850126	0.08502295435114356	0.08018434884151937
chr1	43502056	43503656	976	1.0888126382434782	0.9843152419144433	0.06071876678700945	0.07736870267692895
chr1	43610831	43611097	975	0.8806115065300401	0.8563161660697634	0.08888370971551186	0.0855216576531484
chr1	43787520	43787754	973	1.2456311765331773	1.1714768622674656	0.46721089738025284	0.3589672192324537
chr1	43883829	43885097	974	1.2500916333851213	1.268176794725983	0.054359098143452377	0.08517801598662063
chr1	43954909	43955167	973	1.1601219026590852	1.1703357343417435	0.11831479692588119	0.11994842524775204
chr1	43990362	43991498	972	1.3449722920263054	1.249661324650332	0.10519884253519708	0.3505570004674505
chr1	44158490	44159610	972	1.3648813792008097	1.422241366273355	0.050278022955589065	0.0800742829210387
chr1	44175222	44175784	973	1.4890286748583068	1.3508535848126404	0.11722269530404011	0.1453037656547355
chr1	44204292	44205142	974	1.2339754132368936	1.2715948207520804	0.20938808250715335	0.24171827146155037
chr1	44255492	44256032	974	1.116095177556899	0.979525391349952	0.5515326539779406	0.5837389030005845
chr1	44608406	44609376	977	1.008606146389661	0.928361929552109	0.16148688334859018	0.17698457080605606
chr1	45851984	45852784	976	1.6293992747898698	0.979864875437685	0.1754048240854118	0.15129793603472846
chr1	45982127	45982991	974	1.2091135818826129	1.1186371386859084	0.12775172742136104	0.1202895730311734
chr1	46123572	46123992	975	1.3791836783644291	0.9668014577425839	0.171098695689883	0.37178033782241904
chr1	46145584	46146254	975	1.0654614392368724	0.6789311390347303	0.4689259560638743	0.3670555940061488
chr1	46482296	46482592	977	1.4531616803822662	1.0393229553233303	2.319136818997455	2.0388257083609247
chr1	46909421	46911049	977	1.3465584083806086	1.2251861144793024	1.0240293175621549	0.8425036821258447
chr1	51346368	51346764	975	0.7753042583307016	0.7252562653040826	0.08000120905017122	0.11234173899882093
chr1	51483439	51483633	975	0.9219558870952195	0.9866884553676853	0.2588429160015382	0.2928659075588794
chr1	51534595	51535757	975	1.3333597070288017	1.2264278743006363	0.10807261930981377	0.3629549685102528
chr1	51971829	51973367	975	1.2615010130968738	1.064952545878027	0.08036440953951976	0.08756382156687889
chr1	52170365	52170861	974	1.227462352078988	1.2123869665018678	0.1336661435525681	0.12810784309848788
chr1	52176073	52176907	974	1.3714086260976126	1.27143374179228	0.13673008909994827	0.12787356395139707
chr1	52288777	52290559	975	1.3467772551408546	1.289946603389401	0.05715988137349308	0.3433976847128958
chr1	52556534	52557874	975	1.1119162213739813	1.092084667972963	0.7200451744228841	0.5107843110829399
chr1	52654719	52655019	974	1.142959427677398	1.0785234870706235	0.07539937526612406	0.0757777829613551
chr1	52687336	52687928	973	1.2395982423461829	1.1609650545301153	0.10826719963727557	0.10738869414126893
chr1	52783205	52784571	973	1.1577262552528562	1.042889134576809	0.09455304162339771	0.08706016085073771
chr1	52873895	52874781	973	1.0274136764999455	1.0646488718767815	0.08603561782597155	0.0795926035777981
chr1	52901638	52902236	974	1.2138657049816222	1.2367673532910504	0.13051387964738076	0.11003642012270853
chr1	53009386	53010274	975	1.4267803911436223	1.255372230844552	0.1321768237184129	0.1058086781775379
chr1	53353465	53354289	976	0.956545729643205	1.1242071856774773	0.08457665390063293	0.0922363266762188
chr1	53409214	53409744	976	1.1501161652335798	1.1463706153128856	0.4675995511814322	0.3589626866416434
chr1	53763291	53763785	976	1.2906944996832883	1.3697782483920984	0.4787213378482511	0.5156379296683388
chr1	53841242	53842240	976	1.3069187586833926	1.1262216584790565	0.4581277235373359	0.34647166979898947
chr1	54250941	54252259	976	1.0305234482123924	0.932820322552891	0.11735641319684417	0.10914810166723958
chr1	54307345	54307671	975	1.176537473355254	0.7236278842639382	0.11292914565586894	0.10278617417989694
chr1	54495597	54495987	975	1.3275370901439152	1.178379249535359	0.09468028339611041	0.09814386810658254
chr1	54614020	54614956	976	1.1584934660463553	1.1031907574585684	0.13578767985961435	0.14300290163038032
chr1	55083665	55084589	974	1.4661785284854547	1.4042466569746768	0.09333143189813177	0.09383623694184365
chr1	55109130	55110294	973	1.506028262239574	1.3591691683859266	0.051533268155985766	0.0904505659116818
chr1	55143912	55145584	973	1.490922810173368	1.445371778087876	0.044805888161388176	0.06265183013305281
chr1	55187819	55188799	973	1.2659481833465949	1.422237246828239	0.10590002639835507	0.10271377196866062
chr1	55293757	55295211	973	1.4203499276069789	1.19171960365746	0.1317922675965515	0.14284355796062712
chr1	55438618	55438990	976	1.0936971472625776	0.9590621778395957	0.4540243333643844	0.3541974616834632
chr1	57434211	57435109	976	1.325764741977591	1.3914976918894695	0.075273081172737	0.10316516395645825
chr1	57462951	57464143	976	1.7006704483477397	1.5656216786338595	0.7217819023683447	0.5113906353576573
chr1	58026251	58027205	976	1.091061677565005	1.0665681867778856	0.13525042444751442	0.11126446755483538
chr1	58052570	58053254	976	1.1706624853134262	1.1369219791928542	0.12056704973585776	0.10648867607784739
chr1	58449473	58450847	973	1.153551686278314	1.2042582231540562	0.1324760755569342	0.1198145321243268
chr1	58480172	58481116	973	1.1935064562180835	1.2682884611613434	0.4794433774036344	0.3638155640579367
chr1	58501911	58502547	972	1.1855891868314603	1.2289541655257177	0.10168415515735003	0.10192285197781348
chr1	58561280	58562088	971	1.2818083499958264	1.2239183961059423	0.07545063997753353	0.0963891159450239
chr1	58642653	58643641	969	1.0940740527509782	1.0749783159096515	0.1376825465563467	0.12399625023170902
chr1	58709332	58709822	970	0.8775271563815535	0.6155968438666292	0.08039413525071801	0.07509560607407827
chr1	58768227	58768777	971	1.0920029600364813	1.0807884028934802	0.11543180828499411	0.11373250062037868
chr1	58770147	58770515	972	1.1691874468116408	1.1302758453415318	0.4696079971601887	0.35689604980024664
chr1	58793848	58794018	972	0.9894567746469871	1.0208794212965007	0.468619951445341	0.5148786965890282
chr1	58852356	58852780	972	0.8620190069186883	0.8559707994993407	0.08075366158765454	0.10717394111041728
chr1	59029737	59031075	974	1.1743070205627189	1.066586032055673	0.10286687993998295	0.10621051546980116
chr1	59151681	59151891	974	0.8796473179533653	0.9376596197101799	0.08150184745802218	0.07424546753282586
chr1	59176491	59177457	974	1.0157095525037367	1.0118897934925855	0.46638203985426935	0.35457201999576227
chr1	59293641	59294415	975	1.3285208642651505	1.2154369280306465	0.09148983086645983	0.10409212665881198
chr1	59538245	59538631	973	1.0006390267912744	1.020065246483965	0.1422228990629732	0.12846280922592324
chr1	59538654	59541444	973	1.0666571483406504	0.9880575963879367	0.1381300266322945	0.13339692725076668
chr1	59572915	59573177	973	0.9804488537585918	0.9362964255257575	0.17388356792541215	0.15571611786853198
chr1	59726897	59727951	972	1.1403673816913409	1.175941676810616	0.12986942459213244	0.13232478473800124
chr1	59741716	59742228	972	1.1845668628690145	1.1776058430203615	0.14192434797565354	0.12084752898664275
chr1	59819499	59821791	974	1.0796446030101032	1.073468441950132	0.10546062288838062	0.09772658326834374
chr1	59969322	59971050	973	1.0260559983992248	0.8956088035578725	0.08190999262126886	0.07845744571756033
chr1	60099317	60100493	973	1.0412421179798992	0.9502271180473856	0.1101624471502612	0.09751462286883071
chr1	60154425	60154619	973	1.0938996998681916	1.0512913882476702	0.14391582039319362	0.12439889437060125
chr1	60154915	60155673	973	1.1445962779495455	1.020417442221083	0.12417306258845948	0.12150278284122877
chr1	60236981	60238031	973	1.0707140417502023	1.0192175391687504	0.07324599414726606	0.08390379215413578
chr1	60399779	60400677	975	1.0347010255101967	1.0095110547457289	0.10412019624207547	0.08478468684276819
chr1	60465839	60467199	975	1.0766488854096958	1.0595898960538965	0.07701203928586874	0.3425188481611861
chr1	60622846	60624370	975	1.0337102579453883	0.979494111582278	0.1312976497315619	0.14531609894462308
chr1	60819932	60820132	975	0.763762036929313	0.7700618446692308	0.23630298909597172	0.24577419590773558
chr1	60978007	60978187	976	1.06830278827999	0.9358916345894038	0.13438682481948652	0.1215667927260359
chr1	61260063	61260225	977	0.6585275955927927	0.635407457581836	0.08013017058454576	0.09303713303291108
chr1	61685180	61686232	977	0.802320831807456	0.7488814621715422	0.058928374201650376	0.06593394703461754
chr1	62842253	62842603	977	1.1796294473706561	0.9140379330293786	0.07659875860728445	0.07342983645629148
chr1	63159700	63161380	973	1.6394167404107798	1.4957719788233148	0.4602920499198386	0.3458606959133707
chr1	63223037	63224119	973	1.3679794303231463	1.3887602980842293	0.45274917374493373	0.3406876012989136
chr1	63246758	63247200	973	1.4409291080405544	1.3787137951799444	0.08245734107381947	0.08253346643257643
chr1	63319361	63320603	972	1.3041048507007111	0.8781920953527023	0.11783588483265334	0.11192634667661162
chr1	63355642	63356542	972	1.1565017789493441	1.202455688883254	0.11884112013641757	0.12062132735786706
chr1	63491848	63493428	974	1.3568558723593245	1.2850786445861992	0.07824754103460557	0.07810954765683079
chr1	63660894	63661274	974	1.0354784543265732	1.0827175722540328	0.05973392669007611	0.08488380249767277
chr1	63711263	63711441	975	1.1842509560005496	1.1131775984373153	0.10908045052093374	0.10746080831396145
chr1	63776904	63777452	975	1.1611196908746508	1.0998449404781896	0.4599747297831465	0.3671649815377085
chr1	64125326	64125636	976	1.1695728739766098	1.024474062162753	0.4543488441567905	0.34330366793716177
chr1	64167831	64169127	975	1.1217689255425713	1.0708223397452006	0.08965098634347662	0.09697803827615167
chr1	64355078	64355508	976	0.983736274133989	1.0111497700838556	0.08753264662551463	0.09532217925849737
chr1	64578465	64580331	974	1.421510435163432	1.3465656781834947	0.06559971064696117	0.06509843895104214
chr1	64663405	64664443	974	1.3744724350247055	1.2772094447702733	0.08063982015695347	0.08115166893817496
chr1	64736786	64738270	974	1.4714929854428949	1.3927528437255807	0.10201043392271449	0.1305405708802683
chr1	64781340	64784962	974	1.6053445315948014	1.458961968175079	0.19954479236545403	0.19601665736646376
chr1	65003000	65003460	975	1.2519353070243697	1.2626250645447705	0.0847996389677606	0.08112870317874916
chr1	65149524	65149848	973	1.2741044075922128	1.2678851250191645	0.0657024491179992	0.07138387804844065
chr1	65156393	65156739	972	1.4488303404217937	1.4060256682059533	0.09147364712456887	0.07473531413846102
chr1	65225262	65226058	973	1.619307761943461	1.4632115790804905	0.11963594880781665	0.1361008460712086
chr1	65232823	65233721	973	1.5159130749524767	1.4394623118033505	0.14824414290644297	0.15050892329948637
chr1	65357800	65358338	974	0.7750851600191524	0.8244687783353024	0.219507050717359	0.24504441028539495
chr1	66221423	66222269	977	1.142120304164356	1.0823612789127914	0.45867097562064874	0.3564055224767288
chr1	66514337	66515463	977	1.0542747181886085	0.9047486046105663	0.08553387301880323	0.3486421428798797
chr1	66747228	66748126	975	1.3867771991608875	1.365900484458648	0.13600728954253777	0.11722355627159772
chr1	66862828	66864812	975	1.4452292868412626	1.2502140592627162	0.08603945708762181	0.12239943630739332
