chr	start	end	Enrichment1	Enrichment3	CV3	CV5
chr1	14908671	14909003	1.3113902734472207	1.1833682168464437	0.11337969999891886	0.1113525948168425
chr1	15276373	15277647	1.1204296296757486	1.0309666770855486	0.12038237035473066	0.10062611954621828
chr1	15641198	15641458	1.2383683798043303	1.2417228963513507	0.4744604836296339	0.38305159373017184
chr1	15795558	15796452	1.3921880572092387	1.4453669772660356	0.10737362050530039	0.10435619510085681
chr1	15882386	15883122	1.2489106199479834	1.1947553083367142	0.05097356352543399	0.07965822046985592
chr1	16082891	16083575	1.3005088605570725	1.4313378887023622	0.09697530142006584	0.09157166116243334
chr1	16094184	16096604	1.4173410070267494	1.5413677508583785	0.08956477969472412	0.09550288179884753
chr1	16508615	16510273	1.1260987929656194	1.2746510427545443	0.08423016399049484	0.07820849343939942
chr1	16608553	16609661	1.5234824989973725	1.4602175431852138	0.4634835108207555	0.3522106711815966
chr1	16646530	16647310	1.7071887340544458	1.6542121664979037	0.11661227338623945	0.3550868884794717
chr1	16655078	16655770	1.753622481045707	1.5707267953208062	0.12372726988893559	0.12333140488311715
chr1	17081628	17082170	1.6119369076122938	1.605684091944228	0.10260750992990264	0.1207889447464468
chr1	17086735	17088275	1.8091138228362706	1.5738416669405972	0.10509074327448473	0.11852916875117198
chr1	17135424	17135880	1.3571696582377366	1.2164718411894837	0.09925907813017888	0.09372761477957584
chr1	18047810	18049142	1.6514862106094144	1.4607069660343308	0.714975881704206	0.5167777455829129
chr1	19087027	19087249	1.9861645677766788	1.930023302334592	0.10028151098173593	0.10575786745158387
chr1	19094173	19094995	2.783953416499686	2.2920766059772713	0.10166162607308991	0.11166921285692838
chr1	19199764	19200516	2.432238048540905	2.141009394743005	0.10185280174944897	0.359068691002599
chr1	19224145	19224411	2.5504496191270967	2.1995712623370087	0.15992894042664876	0.14177559439541607
chr1	19226612	19226978	2.4863511506906932	2.16695569148002	0.1441522068493394	0.1383183663994367
chr1	20809957	20810491	1.525394129364549	1.4151243013832628	0.10433214158060396	0.10069744016192453
chr1	20880484	20881472	1.7592763368186912	1.520532667318234	0.056219482302465464	0.07768579816416349
chr1	20924670	20925670	1.7513646023898484	1.7626785194805543	0.09947552688487313	0.1035900587287897
chr1	20941610	20942136	1.45999583415614	1.519016810470955	0.08456746380733003	0.10920528183024686
chr1	21068816	21069956	1.5074301737888245	1.4152959035990123	0.11227773700422258	0.1088300854033082
chr1	21156477	21156723	1.653198594036317	1.6873068231647073	0.09353671760831589	0.08155861256303525
chr1	21208747	21209047	1.4923835597202848	1.4404964386026333	0.4623298899287688	0.35124867970200696
chr1	21950648	21952472	1.221728722570764	1.05466693692976	0.47290798926478295	0.3611901837385362
chr1	22020492	22020668	0.7551696409929546	0.7409596750383732	0.12058984418012365	0.10795773143534773
chr1	22539896	22541092	1.3398694951689512	1.3038419041430214	1.0104350388614605	1.0093506558746455
chr1	22812090	22813434	1.1072829916707927	0.9888257477941589	0.10156708179730618	0.09107979774174527
chr1	23108566	23109086	0.9231800681838463	0.9057742867308691	0.12984747055540447	0.12115940515320323
chr1	23262715	23263945	1.156319951841809	1.1460423999121458	0.07708900618868554	0.11552404755610861
chr1	23389236	23390428	1.2567744792104105	1.1571016327749055	0.09038500671287734	0.3519164638101042
chr1	23768493	23770407	1.2745661525955632	1.1486056945779295	0.4707083226019133	0.3696013312135604
chr1	23928417	23929419	1.4004971310318861	1.2277815313602447	0.05782085777359712	0.06213426414221631
chr1	24012104	24012708	1.1281972165687464	1.0902096985742813	0.07268811430523203	0.07744027118464669
chr1	24106274	24107616	1.457848297074532	1.2897896577336283	0.0933552227814215	0.08320015210001953
chr1	24140653	24140989	1.0749168228744932	1.0579478920665433	0.11504228793978226	0.09533645367952988
chr1	24460260	24460640	0.7210451860466541	0.7937934297693457	0.20633946711250473	0.19136226518574825
chr1	24593129	24594405	1.1432418074651967	1.032390192627651	0.4657626264600629	0.524277475235286
chr1	24602037	24602373	1.0085199455751674	1.035677000318034	1.4232820989582255	0.8372224687194404
chr1	24618381	24618831	0.33053419532052936	0.46413462172612263	1.0062323041343342	1.0072378298433342
chr1	24619091	24622189	0.3224343238973074	0.46252488053501334	1.0067107855604545	1.0087766928538366
chr1	24685109	24686137	1.2378335851912745	0.8538018845940809	0.4543207415573244	0.3452860283403093
chr1	25285425	25285795	1.0464298952355209	0.8998412861081806	0.4722352197930111	0.3635419020101252
chr1	25886526	25887758	1.3015808870741388	1.103955872118066	0.48165501285157747	0.5302306266860567
chr1	29793949	29794179	0.6178820988484186	0.6739523561281168	0.7229310493729305	0.676882198162589
chr1	30826540	30826714	1.0794217455599733	1.185509717738754	0.5489737678962897	0.7390240571597286
chr1	30929643	30931117	1.5379598443239941	1.5496667322752895	0.13477494208842844	0.13891979074991362
chr1	31005634	31007080	1.3740673230747644	1.4604520162312045	0.5411753306556918	0.42503398203092285
chr1	32229207	32230035	0.7583102486998222	0.7526274519160169	0.7553764922966895	0.5457847903642066
chr1	33694803	33695101	1.0746008856096694	1.0848705667924134	0.16184615364982816	0.1382451807253169
chr1	33726330	33727482	1.2717321818690348	1.2010885228414374	0.4630425968567217	0.3549777750824327
chr1	33776520	33777676	1.1843185467804958	1.1023182489773966	0.06479105913717507	0.06499370846084006
chr1	33796237	33796409	1.0561137555119193	1.118923785987385	0.4539817334892084	0.340770046550458
chr1	33813984	33814988	1.2476025323662785	1.114567109897382	0.05533105325505263	0.3400088762663078
chr1	33870777	33871671	1.1984223993667724	1.1580512848872178	0.06781007022989526	0.06827972572851922
chr1	33940361	33940571	1.145749322204258	1.1136233470283254	0.06618501017543366	0.0713194228049918
chr1	33963742	33965618	1.184363285849943	1.1483850383523282	0.046304929778115865	0.05269671942087244
chr1	34001981	34002147	1.1360628859776496	1.0987870683944552	0.0731373823800402	0.0824707712894035
chr1	34062759	34063145	1.3150830990945928	1.1811430962904437	0.05508112985832824	0.06701345009467381
chr1	34067764	34069024	1.2121182172545804	1.1684094584928848	0.04907966340153425	0.06565256367371317
chr1	34234798	34235188	1.2142986223593868	1.11641843982022	0.4546826861917512	0.3400912823817269
chr1	34292958	34293638	1.1868224035627597	1.0695641054331364	0.0653033238704042	0.09123160458079807
chr1	34489694	34490150	0.9865224395715033	0.9861565006129381	0.09425674110499756	0.12091743618887155
chr1	34491736	34492072	1.2310037614783524	1.052618010684351	0.0926112291683933	0.12627510111588486
chr1	34495974	34497210	1.1830178025722056	1.1078941296157565	0.08581127848999483	0.11667375481009312
chr1	34516231	34517113	1.1857180264124942	1.14830382397451	0.09638721033691815	0.09341406507916317
chr1	34529411	34530225	1.2815225046532392	1.1795242893749887	0.08411644203908461	0.08223879913689457
chr1	34542418	34542892	1.0310042554561945	1.1589683721792354	0.09866394130096895	0.09432895656629052
chr1	34617613	34617855	0.9474578154351494	0.938988759679845	0.05945229198065503	0.07484468025837943
chr1	34635979	34637061	1.070441391415157	0.9865402135404673	0.0573211793920416	0.055828707832634175
chr1	34734652	34735638	0.8882539763309635	0.9178385485804372	0.04604099013863894	0.0670858078970824
chr1	34780592	34780830	0.8937766061787872	0.9103787298321439	0.06804672922206782	0.060678683021749516
chr1	34807010	34808240	0.7504523438563827	0.8761105674292406	0.10719065280514253	0.09659924213473876
chr1	34858479	34859149	1.1196673945933249	1.06232622771624	0.1023083416695691	0.08700647520138567
chr1	34862804	34863352	1.020737025254464	1.0678671208731538	0.09445514831291647	0.08591362389062049
chr1	34899275	34900333	1.2162417522659872	1.1703729593503627	0.19673904781072502	0.1795767272472836
chr1	34906614	34907106	1.1421913860031845	1.1306402571221537	0.22709001370808016	0.20347095886054434
chr1	34986385	34987519	0.7430073343181598	0.7379690597525927	0.21651427991513938	0.3990206244095481
chr1	35273079	35273249	0.6818184155668175	0.7263138199708249	0.1930005544384723	0.19764328659881528
chr1	36087468	36087772	0.8477218382072758	0.5372408325018635	0.055067941285351654	0.06803202896346539
chr1	36124657	36126471	0.8200550379760762	0.8769620610258043	0.10379463735886785	0.11323556419594719
chr1	36160302	36161140	0.8873992471089942	0.8907698989154764	0.1452457602767768	0.14700875667043722
chr1	36300656	36301368	1.0130243001923607	0.9590258109683371	0.057671316027126864	0.06983880982318216
chr1	36311711	36311893	1.0011916039245665	0.9910520018233702	0.06344797349588958	0.08540494424473549
chr1	36325557	36326721	0.9248231475013386	0.9977595273767531	0.06930680006822021	0.08028370457377655
chr1	36360162	36360446	1.1044203934777872	1.0989201934344472	0.04748136055545224	0.07020906816172713
chr1	36425361	36426447	1.0059907840732105	1.0073629199827383	0.04290276744393316	0.045436442443180264
chr1	36465331	36465769	0.8673594973605682	0.8755914326494068	0.05588037183578026	0.054853116505682246
chr1	36501563	36502297	0.978644542688771	0.9753544279215853	0.08115348583375419	0.07575308184918964
chr1	36527919	36529339	1.0652667030166119	1.0843323841295183	0.04483767505477221	0.044217844833685994
chr1	36568246	36570058	1.2311297327561916	1.2069277933316382	0.06779526517203704	0.08294934316221284
chr1	36598644	36598976	1.2455366709960045	1.276276752773782	0.06381600095006795	0.08153604420913681
chr1	36603614	36604488	1.2679199663148517	1.2717599206297632	0.048130667667362154	0.05417732842598689
chr1	36609533	36609893	1.2992086349331753	1.2708978592508844	0.04826873852427603	0.05556548028859885
chr1	36613445	36615771	1.2316998647012196	1.2483081205794062	0.05009901614786418	0.06296774670877855
chr1	36739642	36740318	1.3375985415973772	1.3132036456420997	0.05875574664452932	0.07396901674587182
chr1	36748001	36749057	1.508103111404418	1.3785592109058475	0.09328298255473834	0.07947559652492456
chr1	36766360	36767068	1.2580149088409147	1.2839799766456668	0.04669229146514041	0.04828170572262291
chr1	36803443	36803629	1.360813549485214	1.2692091729591601	0.05543137751207783	0.06403249860438708
chr1	36815898	36816200	1.2763278022618219	1.2257655553747993	0.038642021431018046	0.056839095943919435
chr1	36827565	36828259	1.2559856405724639	1.2035964891387274	0.06419049367596054	0.06755604790760901
chr1	36835937	36836145	1.229785572912761	1.1860013716465145	0.08518797805574596	0.07996515947776323
chr1	36841876	36842564	1.1851752408081153	1.1521650766005371	0.07461570853488575	0.07673791323691302
chr1	36995668	36997174	0.8616460386127683	0.8927470522901871	0.056164321427645165	0.05432511753606489
chr1	37085826	37086420	1.0055662694064107	0.9193150135060333	0.14503031663573004	0.13719806979667995
chr1	37275440	37275700	1.2913568875996622	1.1827559436534762	0.06517803639863282	0.07188855631704896
chr1	37318124	37318332	1.5181967872702116	1.4126157860417707	0.07573576942036013	0.07684417166598995
chr1	37356489	37357431	1.1540213604653056	1.1450003962314033	0.07853277559061575	0.06886866792635435
chr1	37486414	37487678	1.1693192048929486	1.2125124446319742	0.04190532190818681	0.050623059284853014
chr1	37597133	37598371	1.0816137732965319	1.0528330754865203	0.041172609286048586	0.050927024756433965
chr1	37671076	37671286	1.059809632592844	1.0503926120610367	0.0511572908776987	0.05217921501031684
chr1	37743961	37744383	1.3811306081619656	1.3908443033324664	0.45538376749357884	0.349045793164135
chr1	37775951	37777129	1.1979492241210767	1.1421102404323191	0.09899489380590823	0.11013839497990337
chr1	37921327	37922473	1.3754640759797911	1.2903507932353036	0.459205637894289	0.34896771659025705
chr1	37929118	37929466	1.402142275452826	1.313870908910206	0.4600372203974184	0.3518428793167368
chr1	37932105	37932687	1.2655356869590684	1.2573349316883295	0.4608320013869985	0.3533692260962271
chr1	37946932	37947632	1.1851161868739308	1.2567685803112765	0.10876947822686794	0.10531429263222421
chr1	38053691	38054343	1.099695424332261	1.0973393258917112	0.061754261693711704	0.06230349233390567
chr1	38054656	38055572	1.0544958155239585	1.0319575253442288	0.06826967769888748	0.06835685089667466
chr1	38185696	38187388	1.1000326029209686	1.1125308888256449	0.08860045470545219	0.07479524721733577
chr1	38266801	38267371	0.9222973196609113	0.8871693708343027	0.12499964687277094	0.14534273676278783
chr1	38275032	38275294	0.8743151233551677	0.8457906629367848	0.1446880974659651	0.1501725706819977
chr1	38296400	38296636	0.6740170256540874	0.7459060559086069	0.11433499526790868	0.11055606840428614
chr1	38415700	38416276	0.7658120720304649	0.8066054063845829	0.06173012965206992	0.06178805816742321
chr1	38683295	38685149	1.2586941032378913	1.1881049339994951	0.08739159483788549	0.08166624051596855
chr1	38892423	38894005	1.2262694325083523	1.2321889144877398	0.05767327262846696	0.06061800906979388
chr1	38954242	38955204	1.1392006689878726	1.1535099189549038	0.055898249780469346	0.07701639969816954
chr1	39002891	39003085	1.090730129580712	1.1369572048539356	0.07524978145312552	0.0894256133500361
chr1	39044271	39044921	1.4142671061342482	1.3382842249178308	0.12574019603670022	0.10753209069293783
chr1	39249305	39251541	1.3536696340150833	1.183198614571841	0.0857040601356463	0.09479394588677352
chr1	39418804	39418972	1.1785231057349426	1.2063657446820164	0.07226706989118635	0.05893610643408404
chr1	39424157	39425639	1.1991843633561763	1.2340012440764387	0.07475120725985214	0.06375053527335117
chr1	39534641	39535883	1.1344140210433846	1.145489392516754	0.09727473589239595	0.09042468865904892
chr1	39592147	39593277	1.2960130358722413	1.2650970039812728	0.06239835743085743	0.05604265242371276
chr1	39633242	39634684	1.301930308868131	1.220590820663154	0.0654641485034216	0.08107028419780427
chr1	39706974	39708254	1.1810751765619583	1.160591920903725	0.05902200614455723	0.05827524134640798
chr1	39777444	39778028	1.1550827250305653	0.7048885159864365	0.06774283494741523	0.0719212192581416
chr1	39956956	39958896	1.4738254203962091	1.280901107885633	0.10754165559555454	0.11753658400797046
chr1	39992601	39992827	1.7462937183858074	1.4875253082257909	0.06915362267437293	0.07324460282422625
chr1	40142607	40142909	1.0702791123857893	0.9830913818313236	0.09907174685617982	0.08854585262640184
chr1	40323250	40323782	0.8568134487734841	0.8978089863538066	0.1500608653284313	0.1478899336008098
chr1	40382356	40383028	1.2332310315663912	1.1358170795814364	0.08257187228860872	0.10540057877072247
chr1	40737471	40739223	1.3831092083653114	1.268197357798961	0.08478425683004134	0.07869558286979605
chr1	40824612	40824790	1.0752341811898478	1.0742448685177994	0.0874590165902836	0.08940367502957373
chr1	40847282	40847846	1.2985998017205442	1.2081851564968955	0.4557361342361054	0.347316739242234
chr1	42318802	42319010	0.9502933634588799	0.9477499560092725	0.13759717672542873	0.1295968273240866
chr1	42472918	42473110	0.8132647274836008	0.8875969580690968	0.0554816611873226	0.34194932541109424
chr1	42548413	42548919	0.9518418907241394	0.8534850094257491	0.10242835653284033	0.1119865157361253
chr1	42741099	42741985	1.259109888272683	1.1887153817821217	0.10189852640094152	0.10544274933066389
chr1	42750771	42752131	1.4503482983059615	1.339761250221178	0.10365499027773986	0.11009138552235931
chr1	42770042	42770678	1.3121422195494872	1.2057779489810652	0.09888143235964107	0.0949759372754317
chr1	42837346	42837512	0.8539206123468339	0.9375708360545509	0.07629102186682081	0.07273615335766732
chr1	42907816	42908736	1.0070536396618848	1.0507290166073977	0.07530363314698142	0.10242524824602735
chr1	43009585	43010629	1.02423181700047	0.9740157020070009	0.05771303730142258	0.057144979561986255
chr1	43089116	43089956	0.7835280423707327	0.8132261521221065	0.10821011775427214	0.11121662088088653
chr1	43148502	43149842	1.3985834956238017	1.2790519630736648	0.07358217414478309	0.0695779617783937
chr1	43155194	43155904	1.2899290282180784	1.2779223628910654	0.07284698199077512	0.06590348371186636
chr1	43180318	43180826	1.2322450940613654	1.1328234509164603	0.06539650513620923	0.06526953925221661
chr1	43220326	43221250	1.0418107833340469	0.9960066010990443	0.07169104943645484	0.07191693675701873
chr1	43502056	43503656	1.118675758008557	1.0006566837546214	0.06356947167023924	0.0667247296665829
chr1	43610831	43611097	0.9187864389009589	0.9152797655235779	0.06381309410384393	0.06812857230220674
chr1	43787520	43787754	1.1446577277588563	1.1297820963785103	0.466155066909153	0.35791968827063714
chr1	43883829	43885097	1.2131022516808783	1.240688172788892	0.062235845352296384	0.07660707424177246
chr1	43954909	43955167	1.2020572887508831	1.1729305972909334	0.09100155651124583	0.10037758197043198
chr1	43990362	43991498	1.2046775342111595	1.1840529189040878	0.06861104806919348	0.33951891498843156
chr1	44158490	44159610	1.3292084419703944	1.3098796353164974	0.09283190719809231	0.11725464300233088
chr1	44175222	44175784	1.4075156446339618	1.3285680826211062	0.12652424732687073	0.14867702414430645
chr1	44204292	44205142	1.2024018413909918	1.2623374830821945	0.20353595382032175	0.23339908799209053
chr1	44255492	44256032	1.0698020372582113	0.919160843063741	0.543738341288721	0.5819467608533938
chr1	44608406	44609376	0.9667183259849924	0.9171430711199522	0.13843802542472278	0.15750387204448782
chr1	45851984	45852784	1.5426497654046307	0.9234060635596987	0.20921233012227905	0.19225892763128777
chr1	45982127	45982991	1.1154107623728835	1.0265346692569977	0.1411810734955118	0.13226353287251322
chr1	46123572	46123992	1.256883900196075	0.9792373414943625	0.1279077364765169	0.36326498999154216
chr1	46145584	46146254	1.0598012587856063	0.6820355670311874	0.4648908275164421	0.36012166996501843
chr1	46482296	46482592	1.3759244722985329	0.9775217985272894	2.2975638267759777	2.0344838440941473
chr1	46909421	46911049	1.3216890824626801	1.244088188309331	1.019222967181064	0.8374337052725944
chr1	50983430	50985034	0.9497700879487322	0.9935908156544566	0.10088940171053791	0.11244510612742964
chr1	51346368	51346764	0.873575326810691	0.7578062422015973	0.05924336392510053	0.09500621859852608
chr1	51483439	51483633	0.9738697973919538	0.9942671373853506	0.1624753228995689	0.1877502115888731
chr1	51534595	51535757	1.2391124495399535	1.1632859471825403	0.10621792065991585	0.35682009427654904
chr1	51971829	51973367	1.3184618205182357	1.1149127607334188	0.05597893517812459	0.07337541595670886
chr1	52170365	52170861	1.2421634574267315	1.186345757889404	0.08529546983063277	0.08748501972170834
chr1	52176073	52176907	1.3086602616189753	1.2460067398987014	0.09642253329943695	0.0870535765255021
chr1	52288777	52290559	1.2975910714390202	1.23183211463619	0.05699158381421231	0.34184592989400947
chr1	52556534	52557874	1.172451037162064	1.1182950308025024	0.7209113638123061	0.5096760423737656
chr1	52654719	52655019	1.1578134235501882	1.0628455612667318	0.07116051947882407	0.07062493629827607
chr1	52687336	52687928	1.198600949608782	1.1637020076579476	0.10824471559294259	0.10294926726432241
chr1	52783205	52784571	1.165086450416831	1.0436940290545824	0.06269623950311284	0.07091338802587889
chr1	52873895	52874781	1.0218065319477139	1.0841220671893108	0.07670487943388399	0.07012337614812017
chr1	52901638	52902236	1.2670905753673518	1.2189111805917623	0.09608231673709071	0.08293712566147686
chr1	53009386	53010274	1.331636648059369	1.2401807883083518	0.10390442181786237	0.0926524512643909
chr1	53353465	53354289	0.9537957460542933	1.1052066987766969	0.07613334976650331	0.09207376200189203
chr1	53409214	53409744	1.1029840908573891	1.112205406068123	0.4639766337166544	0.3545248421912733
chr1	53763291	53763785	1.237624196744849	1.2713802868882627	0.47466593169672044	0.5129126869771569
chr1	53841242	53842240	1.2690993769286285	1.1088066068887474	0.4571252685092093	0.34539639218171025
chr1	54250941	54252259	0.9993006498866419	0.9182013773412007	0.09293026723471819	0.09925429773101517
chr1	54307345	54307671	1.120421593633472	0.7018864771450483	0.07022767386209192	0.08325307936277869
chr1	54495597	54495987	1.229647319648837	1.0842686973942444	0.07776552897457102	0.07402061642564572
chr1	54614020	54614956	1.1477716439653627	1.089644838805682	0.10223158482769137	0.09503630197702075
chr1	54982342	54983690	0.9789530110544132	0.9469445024551852	0.050097297896058185	0.06111506198789439
chr1	55083665	55084589	1.2814946367802145	1.21404028856001	0.06729933422098064	0.07240202302069895
chr1	55109130	55110294	1.2591920582109957	1.2002135245986572	0.05531103438971272	0.0550265865552219
chr1	55143912	55145584	1.2985597126422572	1.216441450919244	0.052073288273865266	0.059440039896802445
chr1	55187819	55188799	1.1387736013215584	1.1896273972838889	0.06699036644725159	0.06848596753006263
chr1	55293757	55295211	1.4217335460144527	1.274562263522057	0.08337338828678433	0.1145423192792126
chr1	55419156	55420832	1.2368368314082885	1.1945666706446816	0.08532689804519829	0.09012907058530845
chr1	55438618	55438990	1.2324611175983082	1.1356120404315126	0.45140063872455305	0.3465011831879689
chr1	55462286	55463838	1.049820119666355	0.9420225714314543	0.09150072283477573	0.08920294501248159
chr1	57026351	57026845	1.6081724760826785	1.4452143806108155	0.13788545491214285	0.11147579042274967
chr1	57033480	57034864	1.7195254081650135	1.5080011871291097	0.1223403311723185	0.10786493613913992
chr1	57041174	57041584	1.4059634351133168	1.284768139561712	0.07896531419638546	0.11013318399391446
chr1	57434211	57435109	1.2775044235309558	1.3539830632623715	0.0823521393518829	0.09110061530474681
chr1	57462951	57464143	1.678919045666581	1.462530973053719	0.7166169378224059	0.510557419895746
chr1	57831032	57832616	1.0743964327767035	0.9724384846070409	0.07934480238606201	0.08243315258567711
chr1	58026251	58027205	1.1362872796577883	1.0943899140939772	0.12156237849434844	0.099760464525901
chr1	58052570	58053254	1.19473550279934	1.1404824856793998	0.07327935168296174	0.07878188369165816
chr1	58449473	58450847	1.0872975793600093	1.1305485134631212	0.12696090390808598	0.11374744059483682
chr1	58480172	58481116	1.1313485168991375	1.2088966482298689	0.47373505483761924	0.35905498259377605
chr1	58501911	58502547	1.1935493576724547	1.15328839918334	0.09062989757566348	0.10126295428727415
chr1	58561280	58562088	1.2157445389963673	1.1508860062854829	0.051428004677809724	0.07299697888579347
chr1	58642653	58643641	1.076097709757044	1.0597870589422693	0.08136930253150035	0.0760148384229791
chr1	58709332	58709822	0.9197680815003427	0.6244068776651689	0.10269365857863233	0.0847842419011587
chr1	58768227	58768777	1.1429605423375826	1.1387125010993142	0.1077480332656233	0.09812913753292758
chr1	58770147	58770515	1.196746808998817	1.141320708920913	0.46534197454984244	0.35116985092458
chr1	58793848	58794018	0.9967488944111	1.0288187828772937	0.4622437830824428	0.5137205847206165
chr1	58852356	58852780	0.9401272175140122	0.889108163977312	0.06787061022099332	0.1709886891278466
chr1	59029737	59031075	1.1831995444873853	1.0926958586137925	0.10593799839547943	0.14666754742655977
chr1	59151681	59151891	0.9397692285577385	0.9733629001071163	0.06431979982104183	0.05389259411869743
chr1	59176491	59177457	1.0237666318242689	1.0373898289106827	0.45649946663235236	0.34377148690383474
chr1	59293641	59294415	1.277267831716745	1.2038544946861576	0.04269969127326544	0.054433176715770346
chr1	59538245	59538631	0.9810378219064252	1.014051944604088	0.05816764456315971	0.052944254775373116
chr1	59538654	59541444	1.027493183028931	0.976430518720385	0.05036731186319169	0.052198079866800334
chr1	59572915	59573177	0.9849887253182531	0.9177865501948678	0.05704058755468875	0.05418540458601449
chr1	59726897	59727951	1.104509086500333	1.1192965065720735	0.037573879107978	0.04930608124559985
chr1	59741716	59742228	1.0890237019564992	1.105818198560882	0.05008593981156831	0.057608819920013994
chr1	59819499	59821791	1.1048879819307538	1.08466169252785	0.0536470952001295	0.06286858632811017
chr1	59969322	59971050	1.0681290649586133	0.977023143563858	0.06778361335526019	0.060939696596270444
chr1	60099317	60100493	0.9801276955703647	0.9735479811396748	0.09236705085559302	0.07905939684596532
chr1	60154425	60154619	1.0879055127308976	1.0800422498259554	0.10731245796552437	0.09812157410762241
chr1	60154915	60155673	1.1987658249027986	1.0486519543628832	0.09417450053938992	0.0945847022974639
chr1	60236981	60238031	1.0565857836165646	1.003870361142884	0.06642266399454547	0.07262192188939988
chr1	60399779	60400677	1.0300351557862344	1.0199844284607762	0.08785808237398823	0.07931970362383407
chr1	60465839	60467199	1.1264014729413758	1.0686942518107057	0.0717692538554403	0.3409698691588251
chr1	60622846	60624370	1.0714294050471689	1.0239289084850327	0.0849703009158417	0.09284951379355026
chr1	60819932	60820132	0.8370992155296653	0.8480411344288198	0.1772859751852899	0.19083878793936168
